mode,logistics_partner,vehicle_type,fuel_type,distance_in_km_per_route,vehicle_capacity_in_kg,load_capacity_in_kg,average_speed_in_km_per_hr,traffic_condition,no_of_stop,vehicle_age_in_years,engine_norm_type,adjusted_fuel_efficiency_in_km_litre,adjusted_energy_kwh_per_km,total_energy_kwh,fuel_consumption_in_litre,load_factor,c02_emission_kg
Road,Gati,medium_truck,diesel,206,3500.0,2555.0,36.02,Moderate,8,8,BS-VI,4.653,,,44.346,0.73,93.127
Road,Gati,medium_truck,diesel,187,3500.0,700.0,40.0,Moderate,6,2,BS-VI,5.532,,,33.836,0.2,71.056
Road,Gati,medium_truck,diesel,219,5000.0,2450.0,33.48,Moderate,11,2,BS-IV,6.644,,,33.093,0.49,76.114
Road,Gati,medium_truck,diesel,115,4500.0,3330.0,38.51,Moderate,14,8,BS-III,3.879,,,29.709,0.74,71.302
Road,Gati,medium_truck,diesel,206,3500.0,2730.0,30.62,Moderate,15,4,BS-III,4.455,,,46.301,0.78,111.122
Road,Gati,medium_truck,diesel,196,3500.0,1470.0,49.05,Moderate,5,9,BS-IV,4.836,,,40.707,0.42,93.626
Road,Gati,medium_truck,diesel,188,3500.0,700.0,49.79,Heavy,11,9,BS-VI,5.68,,,33.157,0.2,69.63
Road,Gati,medium_truck,diesel,217,3500.0,2485.0,45.47,Low,11,5,BS-III,4.161,,,52.386,0.71,125.726
Road,Gati,medium_truck,diesel,122,5000.0,4300.0,37.43,Moderate,11,9,BS-VI,3.907,,,31.321,0.86,65.774
Road,Gati,medium_truck,diesel,183,4500.0,900.0,49.16,Low,14,6,BS-VI,5.22,,,35.128,0.2,73.769
Road,Gati,medium_truck,diesel,79,5000.0,1000.0,43.1,Low,7,4,BS-IV,6.566,,,12.158,0.2,27.963
Road,Gati,medium_truck,diesel,88,4000.0,3080.0,36.43,Low,14,8,BS-III,5.798,,,15.338,0.77,36.811
Road,Gati,medium_truck,diesel,181,3500.0,2905.0,41.87,Moderate,8,6,BS-III,4.279,,,42.351,0.83,101.642
Road,Gati,medium_truck,diesel,202,5000.0,1000.0,40.25,Moderate,7,1,BS-IV,5.768,,,35.055,0.2,80.626
Road,Gati,medium_truck,diesel,76,4000.0,3000.0,30.48,Moderate,14,7,BS-IV,3.881,,,19.722,0.75,45.361
Road,Gati,medium_truck,diesel,217,4500.0,2160.0,48.15,Heavy,5,8,BS-IV,4.014,,,54.066,0.48,124.352
Road,Gati,medium_truck,diesel,169,3500.0,2800.0,41.31,Moderate,9,2,BS-IV,5.977,,,28.439,0.8,65.41
Road,Gati,medium_truck,diesel,188,4500.0,900.0,35.03,Moderate,7,5,BS-IV,5.316,,,35.491,0.2,81.629
Road,Gati,medium_truck,diesel,205,4500.0,2565.0,42.31,Moderate,15,3,BS-IV,4.957,,,41.382,0.57,95.179
Road,Gati,medium_truck,diesel,149,4500.0,2340.0,44.45,Heavy,9,8,BS-VI,3.908,,,38.216,0.52,80.254
Road,Gati,medium_truck,diesel,144,4500.0,900.0,49.53,Moderate,9,7,BS-IV,5.952,,,24.333,0.2,55.966
Road,Gati,medium_truck,diesel,84,4500.0,900.0,45.77,Heavy,5,8,BS-III,4.942,,,17.082,0.2,40.997
Road,Gati,medium_truck,diesel,74,3500.0,2555.0,30.85,Moderate,5,2,BS-III,4.928,,,15.207,0.73,36.497
Road,Gati,medium_truck,diesel,112,4500.0,2430.0,34.3,Moderate,7,1,BS-IV,4.905,,,22.848,0.54,52.55
Road,Gati,medium_truck,diesel,131,3500.0,2660.0,35.42,Low,15,9,BS-III,6.066,,,21.716,0.76,52.118
Road,Gati,medium_truck,diesel,218,4000.0,800.0,41.91,Heavy,15,2,BS-VI,5.109,,,42.779,0.2,89.836
Road,Gati,medium_truck,cng,658,20000.0,18744.44,65.67,Moderate,10,5,BS-VI,6.94,,,94.84,0.9372,260.81
Road,Gati,medium_truck,cng,461,22000.0,20070.77,59.8,Low,7,1,BS-VI,1.2,,,71.05,0.9123,195.39
Road,Gati,medium_truck,cng,564,16000.0,14352.67,59.52,Moderate,9,4,BS-VI,5.91,,,95.45,0.897,262.49
Road,Gati,medium_truck,cng,713,16000.0,8337.56,77.85,Heavy,11,2,BS-VI,5.6,,,127.49,0.5211,350.6
Road,Gati,medium_truck,cng,664,13000.0,6061.17,68.31,Heavy,10,8,BS-IV,5.64,,,117.89,0.4662,324.2
Road,Gati,medium_truck,cng,622,22000.0,14682.19,59.39,Low,4,0,BS-VI,2.3,,,91.05,0.6674,250.39
Road,Gati,medium_truck,cng,617,13000.0,7355.58,49.69,Moderate,9,5,BS-IV,5.47,,,112.91,0.5658,310.5
Road,Gati,medium_truck,cng,345,13000.0,10194.57,64.22,Low,11,4,BS-IV,8.07,,,42.77,0.7842,117.62
Road,Gati,medium_truck,cng,785,18000.0,16112.23,52.5,Moderate,5,4,BS-IV,4.95,,,158.62,0.8951,436.21
Road,Gati,medium_truck,cng,376,13000.0,11919.22,71.8,Moderate,4,3,BS-VI,4.68,,,80.51,0.9169,221.4
Road,Gati,medium_truck,cng,784,22000.0,15111.49,64.52,Low,3,0,BS-VI,9.0,,,119.27,0.6869,327.99
Road,Gati,medium_truck,cng,791,15000.0,13773.21,55.28,Heavy,3,2,BS-VI,6.52,,,121.34,0.9182,333.69
Road,Gati,medium_truck,cng,333,16000.0,9303.73,66.13,Low,6,1,BS-VI,4.98,,,66.96,0.5815,184.14
Road,Gati,medium_truck,cng,744,18000.0,17055.13,73.13,Heavy,8,2,BS-IV,5.99,,,124.23,0.9475,341.63
Road,Gati,medium_truck,cng,727,22000.0,19267.62,55.38,Low,6,6,BS-VI,7.67,,,94.81,0.8758,260.73
Road,Gati,medium_truck,cng,485,18000.0,13221.8,72.77,Moderate,11,5,BS-IV,7.07,,,68.63,0.7345,188.73
Road,Gati,medium_truck,cng,671,13000.0,8884.03,74.3,Moderate,7,5,BS-IV,6.85,,,97.99,0.6834,269.47
Road,Gati,medium_truck,cng,389,13000.0,9024.89,51.65,Moderate,9,3,BS-VI,7.52,,,51.76,0.6942,142.34
Road,Gati,medium_truck,cng,561,16000.0,13250.61,70.21,Heavy,9,6,BS-VI,4.61,,,121.79,0.8282,334.92
Road,Gati,medium_truck,cng,324,16000.0,7895.71,60.52,Low,11,5,BS-IV,6.83,,,47.54,0.4935,130.73
Road,Gati,medium_truck,cng,701,13000.0,6842.82,69.11,Moderate,7,8,BS-VI,6.34,,,110.64,0.5264,304.26
Road,Delhivery,medium_truck,lng,854,20000.0,13354.57,72.33,Heavy,9,4,BS-IV,3.119,,,273.9,0.6677,753.22
Road,Delhivery,medium_truck,lng,539,22000.0,18686.92,64.03,Moderate,11,1,BS-VI,3.705,,,145.69,0.8494,400.65
Road,Delhivery,medium_truck,lng,598,22000.0,19160.08,55.85,Heavy,6,0,BS-IV,3.568,,,167.76,0.8709,461.34
Road,Delhivery,medium_truck,lng,631,18000.0,16033.5,76.1,Heavy,7,4,BS-IV,2.894,,,218.25,0.8907,600.19
Road,Delhivery,medium_truck,lng,482,15000.0,8317.64,64.8,Moderate,8,6,BS-VI,3.179,,,151.67,0.5545,417.09
Road,Delhivery,medium_truck,lng,783,20000.0,9282.72,64.04,Heavy,5,6,BS-VI,3.135,,,250.02,0.4641,687.56
Road,Delhivery,medium_truck,lng,773,20000.0,13884.54,71.06,Low,3,2,BS-IV,3.436,,,225.24,0.6942,619.41
Road,Delhivery,medium_truck,lng,530,18000.0,9625.02,77.06,Heavy,10,5,BS-IV,3.576,,,148.4,0.5347,408.1
Road,Delhivery,medium_truck,lng,683,22000.0,10837.69,67.9,Low,8,4,BS-VI,3.712,,,184.0,0.4926,506.0
Road,Delhivery,medium_truck,lng,878,22000.0,17443.39,52.41,Moderate,11,3,BS-IV,3.898,,,225.29,0.7929,619.55
Road,Delhivery,medium_truck,lng,883,18000.0,13604.72,73.71,Heavy,7,6,BS-VI,3.408,,,259.23,0.7558,712.88
Road,Delhivery,medium_truck,lng,879,15000.0,7808.3,66.46,Heavy,8,2,BS-IV,3.226,,,272.68,0.5206,749.87
Road,Delhivery,medium_truck,lng,853,16000.0,13278.96,77.39,Heavy,12,6,BS-VI,2.858,,,298.72,0.8299,821.48
Road,Delhivery,medium_truck,lng,828,22000.0,14258.9,72.4,Heavy,7,0,BS-VI,3.344,,,247.77,0.6481,681.37
Road,Delhivery,medium_truck,lng,351,15000.0,12460.36,55.75,Heavy,10,4,BS-VI,3.28,,,107.15,0.8307,294.66
Road,Delhivery,medium_truck,lng,638,16000.0,13391.69,59.53,Low,5,3,BS-VI,3.879,,,164.67,0.837,452.84
Road,Delhivery,medium_truck,lng,484,22000.0,16398.28,57.18,Low,11,3,BS-VI,3.51,,,138.02,0.7454,379.56
Road,Delhivery,medium_truck,lng,396,18000.0,14741.72,69.58,Moderate,9,3,BS-IV,3.804,,,104.29,0.819,286.8
Road,Delhivery,medium_truck,lng,805,18000.0,16196.81,54.61,Low,4,2,BS-VI,4.018,,,200.42,0.8998,551.15
Road,Delhivery,medium_truck,lng,644,18000.0,11204.65,51.0,Moderate,10,5,BS-IV,3.548,,,181.59,0.6225,499.37
Road,Flipkart,medium_truck,lng,766,18000.0,13290.73,68.04,Heavy,4,6,BS-IV,3.3,,,232.36,0.7384,638.99
Road,Flipkart,medium_truck,lng,528,16000.0,10103.53,69.63,Low,10,0,BS-IV,3.821,,,138.29,0.6315,380.3
Road,Flipkart,medium_truck,lng,544,15000.0,11578.62,74.11,Heavy,6,6,BS-IV,2.83,,,192.57,0.7719,529.57
Road,Flipkart,medium_truck,lng,553,20000.0,14368.65,62.92,Heavy,5,4,BS-VI,3.321,,,166.8,0.7184,458.7
Road,Flipkart,medium_truck,lng,840,20000.0,14045.37,69.56,Moderate,5,2,BS-VI,3.136,,,268.04,0.7023,737.11
Road,Flipkart,medium_truck,lng,454,18000.0,8951.6,76.16,Heavy,7,0,BS-IV,3.751,,,121.18,0.4973,333.25
Road,Flipkart,medium_truck,lng,437,15000.0,13103.72,61.51,Heavy,8,3,BS-VI,3.672,,,119.14,0.8736,327.63
Road,Flipkart,medium_truck,lng,508,16000.0,11541.75,54.36,Heavy,7,4,BS-IV,2.976,,,170.89,0.7214,469.95
Road,Flipkart,medium_truck,lng,637,22000.0,17818.15,70.84,Heavy,10,2,BS-IV,3.607,,,176.7,0.8099,485.92
Road,Flipkart,medium_truck,lng,372,15000.0,10406.5,68.79,Low,8,1,BS-VI,3.654,,,102.0,0.6938,280.5
Road,Flipkart,medium_truck,lng,480,15000.0,13450.49,71.92,Low,10,1,BS-IV,4.146,,,115.85,0.8967,318.59
Road,Flipkart,medium_truck,lng,815,20000.0,14807.02,52.55,Low,9,6,BS-IV,3.254,,,250.58,0.7404,689.1
Road,Flipkart,medium_truck,lng,610,16000.0,12915.99,63.05,Moderate,3,1,BS-VI,3.142,,,194.45,0.8072,534.74
Road,Flipkart,medium_truck,lng,876,16000.0,7902.34,77.81,Low,4,0,BS-VI,3.589,,,244.23,0.4939,671.63
Road,Flipkart,medium_truck,lng,568,18000.0,10491.19,76.04,Low,8,4,BS-IV,3.71,,,153.32,0.5828,421.63
Road,Flipkart,medium_truck,lng,428,18000.0,15319.92,51.13,Moderate,5,5,BS-IV,3.104,,,137.95,0.8511,379.36
Road,Flipkart,medium_truck,lng,790,15000.0,9718.26,73.61,Low,8,1,BS-IV,3.454,,,228.94,0.6479,629.59
Road,Flipkart,medium_truck,lng,760,20000.0,12615.15,71.45,Moderate,8,1,BS-VI,3.204,,,237.33,0.6308,652.66
Road,Flipkart,medium_truck,lng,449,16000.0,10745.23,67.66,Moderate,6,0,BS-IV,3.486,,,128.92,0.6716,354.53
Road,Flipkart,medium_truck,lng,493,16000.0,9808.15,55.87,Moderate,5,0,BS-VI,4.085,,,120.82,0.613,332.25
Road,Flipkart,medium_truck,diesel,147,5000.0,3600.0,37.86,Heavy,14,3,BS-VI,5.835,,,25.338,0.72,53.21
Road,Flipkart,medium_truck,diesel,106,5000.0,1000.0,38.71,Heavy,7,5,BS-III,5.327,,,19.919,0.2,47.806
Road,Flipkart,medium_truck,diesel,170,5000.0,2100.0,35.08,Heavy,10,7,BS-VI,3.904,,,43.655,0.42,91.675
Road,Flipkart,medium_truck,diesel,102,5000.0,1000.0,49.97,Moderate,13,5,BS-IV,5.076,,,20.284,0.2,46.653
Road,Flipkart,medium_truck,diesel,84,4500.0,3510.0,34.43,Heavy,12,8,BS-III,3.868,,,21.944,0.78,52.666
Road,Flipkart,medium_truck,diesel,112,4000.0,800.0,38.78,Moderate,10,10,BS-IV,4.203,,,26.824,0.2,61.695
Road,Flipkart,medium_truck,diesel,104,4000.0,800.0,46.4,Low,8,10,BS-III,6.018,,,17.443,0.2,41.863
Road,Flipkart,medium_truck,diesel,103,5000.0,2300.0,48.36,Low,9,9,BS-III,4.405,,,23.428,0.46,56.227
Road,Flipkart,medium_truck,diesel,174,3500.0,2450.0,41.68,Heavy,15,2,BS-III,4.626,,,37.812,0.7,90.749
Road,Flipkart,medium_truck,diesel,127,4000.0,800.0,39.98,Low,5,6,BS-IV,5.991,,,21.227,0.2,48.822
Road,Flipkart,medium_truck,diesel,72,5000.0,1000.0,43.76,Heavy,13,3,BS-III,3.968,,,18.261,0.2,43.826
Road,Flipkart,medium_truck,diesel,92,5000.0,1000.0,40.97,Moderate,5,2,BS-III,5.798,,,16.033,0.2,38.479
Road,Flipkart,medium_truck,diesel,106,3500.0,2555.0,43.42,Moderate,10,2,BS-VI,5.559,,,19.162,0.73,40.24
Road,Flipkart,medium_truck,diesel,90,5000.0,2350.0,41.56,Moderate,15,9,BS-III,5.203,,,17.48,0.47,41.952
Road,Flipkart,medium_truck,diesel,131,4000.0,3280.0,48.29,Low,15,4,BS-III,5.679,,,23.097,0.82,55.433
Road,Flipkart,medium_truck,diesel,146,5000.0,1000.0,45.48,Low,10,10,BS-VI,6.364,,,22.975,0.2,48.248
Road,Flipkart,medium_truck,diesel,84,5000.0,2050.0,40.94,Heavy,12,4,BS-IV,4.069,,,20.804,0.41,47.849
Road,Flipkart,medium_truck,diesel,205,4000.0,2800.0,41.37,Moderate,10,8,BS-III,4.247,,,48.491,0.7,116.378
Road,Flipkart,medium_truck,diesel,176,4000.0,3240.0,30.39,Moderate,10,4,BS-VI,5.804,,,30.403,0.81,63.846
Road,Flipkart,medium_truck,diesel,151,4500.0,900.0,36.61,Low,15,1,BS-IV,4.963,,,30.516,0.2,70.187
Road,Amazon,medium_truck,electric,269,3500.0,3147.15,57.12,Low,36,0,Electric,,0.0357,9.6133,,0.8992,7.8829
Road,Amazon,medium_truck,electric,154,4500.0,4486.45,44.37,Low,30,0,Electric,,0.04053,6.2736,,0.997,5.1444
Road,Amazon,medium_truck,electric,209,3500.0,1839.88,42.17,Moderate,18,6,Electric,,0.04226,8.8742,,0.5257,7.2768
Road,Amazon,medium_truck,electric,169,3000.0,2844.66,35.48,Low,19,4,Electric,,0.04305,7.3064,,0.9482,5.9912
Road,Amazon,medium_truck,electric,201,4500.0,2300.19,42.2,Moderate,17,0,Electric,,0.03494,7.0502,,0.5112,5.7812
Road,Amazon,medium_truck,electric,207,5000.0,3507.06,37.77,Moderate,48,4,Electric,,0.03409,7.0836,,0.7014,5.8086
Road,Amazon,medium_truck,electric,183,3500.0,2958.2,42.28,Low,49,2,Electric,,1.1,6.3291,,0.8452,5.1899
Road,Amazon,medium_truck,electric,163,3000.0,2213.75,44.02,Heavy,44,4,Electric,,0.04476,7.3098,,0.7379,5.994
Road,Amazon,medium_truck,electric,181,3000.0,1994.25,46.75,Heavy,34,2,Electric,,0.0376,6.8252,,0.6647,5.5967
Road,Amazon,medium_truck,electric,83,3000.0,1918.92,53.32,Heavy,16,6,Electric,,0.0428,3.5631,,0.6396,2.9217
Road,Amazon,medium_truck,electric,231,3500.0,1660.35,48.65,Heavy,21,6,Electric,,0.04484,10.3733,,0.4744,8.5061
Road,Amazon,medium_truck,electric,172,4500.0,3588.55,55.29,Low,39,0,Electric,,0.03436,5.9415,,0.7975,4.872
Road,Amazon,medium_truck,electric,88,3500.0,3280.15,42.89,Moderate,42,3,Electric,,0.04517,4.0093,,0.9372,3.2876
Road,Amazon,medium_truck,electric,188,4000.0,1880.57,51.17,Moderate,32,6,Electric,,2.35,8.1008,,0.4701,6.6427
Road,Amazon,medium_truck,electric,253,4000.0,2401.08,54.98,Moderate,35,5,Electric,,0.03899,9.8707,,0.6003,8.094
Road,Amazon,medium_truck,electric,271,4000.0,3942.19,47.41,Moderate,33,6,Electric,,0.041,11.1233,,0.9855,9.1211
Road,Amazon,medium_truck,electric,240,4500.0,2220.34,50.06,Low,44,2,Electric,,0.03477,8.3528,,0.4934,6.8493
Road,Amazon,medium_truck,electric,96,4000.0,2474.29,50.07,Moderate,20,5,Electric,,0.03902,3.7463,,0.6186,3.072
Road,Amazon,medium_truck,electric,169,4000.0,3152.67,45.87,Heavy,13,0,Electric,,0.04198,7.1127,,0.7882,5.8324
Road,Amazon,medium_truck,electric,161,5000.0,4453.01,51.99,Low,19,6,Electric,,0.04005,6.4577,,0.8906,5.2953
Road,Amazon,medium_truck,electric,236,3000.0,1558.28,40.9,Heavy,33,2,Electric,,0.03883,9.174,,0.5194,7.5227
Road,Amazon,medium_truck,electric,193,5000.0,2671.95,46.25,Moderate,33,3,Electric,,0.04172,8.0707,,0.5344,6.618
Road,Amazon,medium_truck,electric,194,5000.0,3259.11,42.86,Moderate,25,0,Electric,,1.23,6.4102,,0.6518,5.2564
Road,Amazon,medium_truck,electric,117,5000.0,3314.22,49.04,Moderate,26,5,Electric,,0.03922,4.597,,0.6628,3.7695
Road,Amazon,medium_truck,electric,279,4000.0,3326.76,59.97,Low,17,1,Electric,,0.04066,11.3551,,0.8317,9.3112
Road,Amazon,medium_truck,electric,170,4500.0,4493.22,55.26,Moderate,32,5,Electric,,0.03536,6.0257,,0.9985,4.9411
Road,Amazon,medium_truck,electric,188,4000.0,3673.0,52.8,Heavy,50,1,Electric,,0.044,8.2909,,0.9183,6.7985
Road,Amazon,medium_truck,electric,181,3000.0,2975.47,54.8,Low,41,0,Electric,,0.03545,6.443,,0.9918,5.2833
Road,Amazon,medium_truck,electric,194,4500.0,4014.06,48.79,Heavy,15,0,Electric,,0.03805,7.3992,,0.892,6.0673
Road,Amazon,medium_truck,electric,279,4500.0,3326.1,54.23,Heavy,14,1,Electric,,0.0457,12.7923,,0.7391,10.4897
Road,Safeexpress,medium_truck,diesel,94,3500.0,1855.0,37.72,Moderate,9,8,BS-III,4.64,,,20.265,0.53,48.636
Road,Safeexpress,medium_truck,diesel,80,4000.0,3040.0,40.06,Moderate,6,3,BS-VI,6.522,,,12.377,0.76,25.992
Road,Safeexpress,medium_truck,diesel,79,3500.0,3045.0,44.15,Low,15,10,BS-III,6.106,,,13.038,0.87,31.291
Road,Safeexpress,medium_truck,diesel,215,5000.0,4250.0,41.13,Moderate,11,10,BS-VI,5.635,,,38.314,0.85,80.459
Road,Safeexpress,medium_truck,diesel,167,5000.0,2100.0,43.37,Low,11,9,BS-VI,6.278,,,26.622,0.42,55.906
Road,Safeexpress,medium_truck,diesel,184,3500.0,700.0,33.05,Moderate,13,1,BS-VI,5.378,,,34.334,0.2,72.101
Road,Safeexpress,medium_truck,diesel,206,4000.0,1960.0,45.1,Moderate,14,1,BS-III,6.289,,,32.814,0.49,78.754
Road,Safeexpress,medium_truck,diesel,103,3500.0,1505.0,32.56,Low,5,3,BS-IV,6.386,,,16.259,0.43,37.396
Road,Safeexpress,medium_truck,diesel,196,4000.0,800.0,40.24,Heavy,12,9,BS-IV,5.656,,,34.692,0.2,79.792
Road,Safeexpress,medium_truck,diesel,200,5000.0,1000.0,45.95,Moderate,14,8,BS-IV,5.935,,,33.811,0.2,77.765
Road,Safeexpress,medium_truck,diesel,184,5000.0,4100.0,36.81,Moderate,13,6,BS-III,4.585,,,40.231,0.82,96.554
Road,Safeexpress,medium_truck,diesel,141,3500.0,700.0,41.95,Moderate,11,2,BS-VI,6.892,,,20.579,0.2,43.216
Road,Safeexpress,medium_truck,diesel,83,5000.0,1000.0,32.36,Moderate,14,3,BS-III,6.535,,,12.808,0.2,30.739
Road,Safeexpress,medium_truck,diesel,88,4000.0,1760.0,49.63,Moderate,6,7,BS-IV,4.09,,,21.626,0.44,49.74
Road,Safeexpress,medium_truck,diesel,76,4000.0,1960.0,40.41,Moderate,8,1,BS-III,6.033,,,12.72,0.49,30.528
Road,Safeexpress,medium_truck,diesel,92,3500.0,2660.0,41.99,Heavy,10,10,BS-VI,3.933,,,23.496,0.76,49.342
Road,Safeexpress,medium_truck,diesel,123,4000.0,800.0,34.0,Moderate,11,3,BS-IV,5.562,,,22.276,0.2,51.235
Road,Safeexpress,medium_truck,diesel,145,4500.0,900.0,48.92,Low,14,5,BS-IV,5.117,,,28.401,0.2,65.322
Road,Safeexpress,medium_truck,diesel,131,4500.0,3870.0,43.0,Moderate,11,2,BS-III,5.54,,,23.677,0.86,56.825
Road,Safeexpress,medium_truck,diesel,153,4000.0,800.0,46.63,Low,9,1,BS-III,5.873,,,26.155,0.2,62.772
Road,Safeexpress,medium_truck,diesel,111,4500.0,900.0,36.63,Moderate,15,5,BS-VI,5.484,,,20.279,0.2,42.586
Road,Safeexpress,medium_truck,diesel,211,3500.0,700.0,38.2,Moderate,13,5,BS-VI,6.524,,,32.486,0.2,68.221
Road,Safeexpress,medium_truck,diesel,141,4000.0,3120.0,39.16,Heavy,11,1,BS-III,5.486,,,25.747,0.78,61.793
Road,Safeexpress,medium_truck,diesel,128,4000.0,1920.0,34.9,Moderate,10,6,BS-VI,4.248,,,30.25,0.48,63.525
Road,Safeexpress,medium_truck,diesel,81,4500.0,900.0,31.77,Heavy,13,2,BS-VI,6.1,,,13.326,0.2,27.985
Road,Safeexpress,medium_truck,diesel,207,4000.0,800.0,46.62,Moderate,6,1,BS-VI,5.583,,,37.217,0.2,78.156
Road,Safeexpress,medium_truck,diesel,179,4500.0,3960.0,33.26,Moderate,6,9,BS-IV,3.983,,,44.989,0.88,103.475
Road,Safeexpress,medium_truck,diesel,202,3500.0,700.0,38.27,Moderate,5,3,BS-VI,5.862,,,34.556,0.2,72.568
Road,Safeexpress,medium_truck,diesel,192,3500.0,1995.0,42.68,Moderate,5,6,BS-III,4.077,,,47.248,0.57,113.395
Road,Safeexpress,medium_truck,diesel,119,3500.0,2940.0,46.69,Moderate,7,10,BS-IV,4.788,,,24.854,0.84,57.164
Road,Tcl Freight,medium_truck,diesel,102,3500.0,3115.0,30.66,Moderate,5,3,BS-III,5.424,,,18.903,0.89,45.367
Road,Tcl Freight,medium_truck,diesel,116,4000.0,2000.0,40.19,Moderate,7,3,BS-III,4.693,,,24.839,0.5,59.614
Road,Tcl Freight,medium_truck,diesel,76,5000.0,1000.0,46.82,Moderate,8,9,BS-VI,4.974,,,15.386,0.2,32.311
Road,Tcl Freight,medium_truck,diesel,115,4000.0,800.0,47.11,Low,14,5,BS-III,6.516,,,17.781,0.2,42.674
Road,Tcl Freight,medium_truck,diesel,193,3500.0,2765.0,30.74,Low,8,1,BS-VI,5.402,,,35.79,0.79,75.159
Road,Tcl Freight,medium_truck,diesel,153,4500.0,1890.0,39.31,Heavy,6,3,BS-IV,4.25,,,36.111,0.42,83.055
Road,Tcl Freight,medium_truck,diesel,141,4500.0,3240.0,39.13,Moderate,13,8,BS-III,4.499,,,31.543,0.72,75.703
Road,Tcl Freight,medium_truck,diesel,155,4000.0,3160.0,37.51,Low,5,1,BS-VI,5.431,,,28.648,0.79,60.161
Road,Tcl Freight,medium_truck,diesel,140,5000.0,2150.0,45.06,Moderate,6,6,BS-IV,4.452,,,31.491,0.43,72.429
Road,Tcl Freight,medium_truck,diesel,91,4500.0,3240.0,31.76,Moderate,5,9,BS-VI,5.035,,,18.175,0.72,38.168
Road,Tcl Freight,medium_truck,diesel,111,5000.0,1000.0,43.39,Heavy,7,1,BS-VI,6.196,,,18.008,0.2,37.817
Road,Tcl Freight,medium_truck,diesel,143,3500.0,1890.0,42.94,Moderate,11,9,BS-IV,5.603,,,345.0,0.54,59.062
Road,Tcl Freight,medium_truck,diesel,157,5000.0,1000.0,30.9,Moderate,13,4,BS-III,4.557,,,34.606,0.2,83.054
Road,Tcl Freight,medium_truck,diesel,173,4000.0,2320.0,38.59,Heavy,7,7,BS-IV,4.938,,,35.103,0.58,80.737
Road,Tcl Freight,medium_truck,diesel,104,5000.0,3750.0,36.46,Moderate,10,7,BS-VI,1.2,,,25.982,0.75,54.562
Road,Tcl Freight,medium_truck,diesel,147,5000.0,1000.0,37.6,Moderate,11,10,BS-III,5.562,,,26.559,0.2,63.742
Road,Tcl Freight,medium_truck,diesel,174,4500.0,3555.0,44.35,Heavy,15,3,BS-III,5.551,,,31.52,0.79,75.648
Road,Tcl Freight,medium_truck,diesel,171,3500.0,2835.0,49.75,Low,10,7,BS-III,4.221,,,40.649,0.81,97.558
Road,Tcl Freight,medium_truck,diesel,132,4500.0,2115.0,37.98,Moderate,1,7,BS-IV,6.122,,,21.633,0.47,49.756
Road,Tcl Freight,medium_truck,diesel,151,3500.0,700.0,31.65,Heavy,15,10,BS-IV,3.992,,,37.848,0.2,87.05
Road,Tcl Freight,medium_truck,diesel,179,5000.0,2500.0,36.61,Low,12,9,BS-III,4.729,,,37.989,0.5,91.174
Road,Tcl Freight,medium_truck,diesel,218,4500.0,900.0,33.28,Low,11,4,BS-VI,7.069,,,30.939,0.2,64.972
Road,Tcl Freight,medium_truck,diesel,196,4500.0,3330.0,47.51,Moderate,6,3,BS-VI,3.973,,,49.544,0.74,104.042
Road,Tcl Freight,medium_truck,diesel,128,4500.0,3735.0,32.61,Moderate,6,10,BS-VI,3.45,,,24.024,0.83,50.45
Road,Tcl Freight,medium_truck,diesel,104,5000.0,1000.0,41.01,Moderate,11,10,BS-III,4.22,,,24.765,0.2,59.436
Road,Tcl Freight,medium_truck,diesel,164,4500.0,2160.0,45.85,Moderate,14,2,BS-IV,4.246,,,38.632,0.48,88.854
Road,Tcl Freight,medium_truck,diesel,95,5000.0,1000.0,34.86,Moderate,7,10,BS-VI,5.1,,,18.757,0.2,39.39
Road,Tcl Freight,medium_truck,diesel,76,4500.0,2475.0,32.1,Moderate,7,7,BS-IV,4.069,,,18.897,0.55,43.463
Road,Tcl Freight,medium_truck,diesel,93,4000.0,1600.0,40.15,Low,6,7,BS-IV,4.339,,,21.646,0.4,49.786
Road,Tcl Freight,medium_truck,diesel,170,5000.0,4300.0,44.48,Moderate,6,3,BS-III,4.562,,,37.315,0.86,89.556
Road,Tcl Freight,medium_truck,diesel,166,3500.0,1855.0,30.99,Moderate,11,1,BS-IV,6.592,,,25.225,0.53,58.017
Road,Tcl Freight,medium_truck,diesel,78,4000.0,800.0,36.43,Moderate,15,8,BS-III,5.84,,,13.491,0.2,32.378
Road,Tcl Freight,medium_truck,diesel,179,5000.0,2550.0,42.36,Moderate,10,5,BS-IV,4.515,,,39.825,0.51,91.597
Road,Tcl Freight,medium_truck,diesel,187,4500.0,3510.0,35.95,Heavy,5,9,BS-IV,5.321,,,35.33,0.78,81.259
Road,Tcl Freight,medium_truck,diesel,186,4500.0,2385.0,35.95,Moderate,10,6,BS-VI,6.187,,,30.191,0.53,63.401
Road,Tcl Freight,medium_truck,diesel,121,4500.0,3915.0,34.94,Moderate,11,4,BS-IV,4.343,,,27.879,0.87,64.122
Road,Tcl Freight,medium_truck,diesel,151,4000.0,2240.0,31.96,Low,5,4,BS-III,6.744,,,22.488,0.56,53.971
Road,Tcl Freight,medium_truck,diesel,211,4000.0,800.0,44.72,Moderate,5,3,BS-III,6.171,,,34.351,0.2,82.442
